pitcher,gameid,inning,outs,balls,strikes,paofinning,pitchofpa,batterside,taggedpitchtype,pitchcall,relspeed,spinrate,extension,relheight,relside,vertrelangle,horzrelangle,inducedvertbreak,horzbreak,platelocheight,platelocside,vertapprangle,horzapprangle,exitspeed,taggedhittype
"McGrath, Sean",20260325-LoyolaMarymount-1,4,0,1,2,3.0,4.0,Right,Fastball,BallCalled,89.28,2065.51,6.197,5.829,1.476,-1.1097,-4.2237,17.1836,9.6740,3.319,-1.624,-4.5113,-2.4849,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,4,0,2,2,3.0,5.0,Right,Fastball,FoulBallNotFieldable,90.19,2143.02,6.176,5.882,1.423,-1.6669,-2.1576,18.7058,8.5279,3.055,0.140,-4.6368,-0.6202,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,4,1,0,0,5.0,1.0,Right,Fastball,InPlay,91.71,2223.49,6.248,5.684,1.797,-2.3926,-3.1450,15.9206,11.2238,2.028,-0.172,-5.7138,-1.1206,102.33,FlyBall
"McGrath, Sean",20260325-LoyolaMarymount-1,1,2,0,0,3.0,1.0,Right,Fastball,FoulBallNotFieldable,91.34,2086.88,6.318,5.824,1.739,-1.8885,-3.3724,19.6703,10.5956,2.918,-0.488,-4.6254,-1.4602,32.15,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,2,1,0,0,3.0,1.0,Right,Fastball,BallCalled,91.34,2059.61,6.019,5.855,1.596,-0.8974,-2.1912,18.0207,6.4615,3.686,0.104,-4.0063,-1.0301,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,3,0,0,0,1.0,1.0,Right,Slider,InPlay,82.46,2667.96,5.423,5.776,1.680,-0.5108,-1.9913,6.1686,-7.6182,2.317,-0.821,-7.0616,-3.3460,57.37,GroundBall
"McGrath, Sean",20260325-LoyolaMarymount-1,2,1,1,0,3.0,2.0,Right,Fastball,InPlay,90.88,2177.39,5.987,5.848,1.527,-2.6276,-2.5358,16.1805,17.2351,1.878,0.611,-6.1408,0.5615,91.77,GroundBall
"McGrath, Sean",20260325-LoyolaMarymount-1,1,2,0,1,3.0,2.0,Right,Fastball,BallCalled,92.41,2189.21,5.969,5.886,1.608,-2.9710,-3.4030,13.5040,19.7135,1.500,0.092,-6.6443,0.1358,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,1,2,1,1,3.0,3.0,Right,Fastball,BallCalled,91.67,2199.46,6.133,5.731,1.641,-4.5626,-5.1349,13.3004,15.5223,-0.206,-1.824,-8.3855,-2.3495,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,3,1,0,0,2.0,1.0,Right,Fastball,StrikeCalled,91.46,2265.04,6.144,5.879,1.729,-2.6774,-3.1602,17.8542,11.6051,2.072,-0.227,-5.7523,-1.0713,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,1,2,2,1,3.0,4.0,Right,Fastball,InPlay,90.99,2286.58,6.030,5.781,1.783,-2.6846,-2.7568,18.1414,13.6261,1.952,0.363,-5.7769,-0.3077,81.04,LineDrive
"McGrath, Sean",20260325-LoyolaMarymount-1,3,1,0,1,2.0,2.0,Right,Fastball,InPlay,90.22,2191.96,6.014,5.817,1.683,-1.8732,-3.1524,19.5166,12.7996,2.794,-0.174,-4.8684,-0.8545,74.10,Popup
"McGrath, Sean",20260325-LoyolaMarymount-1,2,2,0,0,4.0,1.0,Right,Slider,FoulBallNotFieldable,84.13,2489.09,5.473,5.771,1.681,0.0562,-1.7299,3.6338,-1.7724,2.737,-0.086,-6.7620,-2.0455,60.43,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,2,2,0,1,4.0,2.0,Right,Sweeper,FoulBallNotFieldable,82.31,2736.04,5.641,5.715,1.653,-0.1147,-2.0082,0.7421,-11.1100,2.143,-1.148,-7.7551,-3.9923,65.61,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,3,2,0,0,3.0,1.0,Right,Sweeper,StrikeSwinging,83.74,2644.30,5.573,5.882,1.701,0.0690,-1.3275,2.1561,-9.3996,2.759,-0.322,-6.9428,-3.0049,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,4,0,0,0,1.0,1.0,Right,Sweeper,StrikeCalled,81.36,2573.56,5.428,5.714,1.761,0.4359,-0.9227,0.2502,-8.8667,2.545,0.158,-7.4133,-2.5017,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,0,0,0,1,1,Right,Fastball,BallCalled,92.71,2180.80,5.392,5.059,1.399,0.1098,-2.8170,15.6451,9.0984,3.661,-0.485,-3.3024,-1.2021,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,0,1,0,1,2,Right,Fastball,StrikeCalled,93.62,2297.59,5.587,4.971,1.247,-1.2629,-3.1114,16.7630,10.4249,2.449,-0.792,-4.3377,-1.2547,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,0,1,1,1,3,Right,Fastball,BallCalled,94.47,2253.08,5.303,5.123,1.118,-2.0029,-3.4259,17.3647,6.4917,1.980,-1.561,-4.8669,-2.2767,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,0,2,1,1,4,Right,Fastball,BallCalled,91.74,2114.09,5.316,4.977,1.276,-0.0851,-1.6350,17.1815,3.9258,3.468,0.068,-3.3375,-0.9385,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,1,0,0,2,2,Left,Slider,BallCalled,83.63,2395.38,4.769,5.597,1.808,-0.7210,-2.8266,1.2867,-3.5240,1.491,-1.168,-8.1392,-3.4457,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,0,3,1,1,5,Right,Fastball,BallCalled,91.78,2081.14,5.412,4.905,1.419,0.3798,-1.9565,16.3718,8.2386,3.767,0.272,-3.0263,-0.4923,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,1,1,0,2,3,Left,Slider,StrikeCalled,83.15,2553.45,4.657,5.543,1.764,-0.4719,-0.7116,0.6297,-6.5565,1.583,0.541,-8.0723,-1.8637,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,1,1,1,2,4,Left,Fastball,StrikeSwinging,91.09,1988.25,4.937,5.591,1.710,-1.0865,-1.8288,19.0147,7.7977,3.180,0.630,-4.2407,-0.4548,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,0,0,0,2,1,Right,Fastball,FoulBallNotFieldable,92.49,2150.61,5.452,4.997,1.613,-0.4706,-1.7949,16.2135,8.3153,3.117,0.626,-3.7401,-0.3155,79.69,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,1,1,2,2,5,Left,Slider,InPlay,84.73,2415.29,4.909,5.605,1.750,-0.6997,-1.3822,1.7665,-7.2712,1.718,-0.164,-7.6976,-2.6648,91.05,LineDrive
"McGrath, Sean",20260331-PeteBeidenField-1,9,0,0,1,2,2,Right,Slider,StrikeSwinging,80.34,2244.29,5.149,4.926,1.540,0.5202,-1.1935,6.4344,-10.4482,2.272,-0.454,-6.3481,-3.0427,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,0,0,2,2,3,Right,Slider,StrikeSwinging,82.17,2496.66,5.258,4.985,1.634,-0.6125,-1.2623,5.7210,-13.1314,1.349,-0.646,-7.3111,-3.5923,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,1,0,0,3,1,Right,Fastball,StrikeSwinging,91.18,2032.87,5.101,5.588,1.815,-2.0523,-1.8894,15.4358,11.4653,2.011,0.989,-5.7347,0.1381,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,1,0,0,3,1,Right,Slider,StrikeCalled,81.39,2213.64,5.438,4.826,1.799,0.9172,-1.9733,7.5450,-10.4328,2.762,-0.919,-5.5134,-3.8271,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,0,0,0,1,2,Left,Slider,StrikeCalled,83.80,2572.46,4.599,5.583,2.071,-0.0456,-1.5868,1.6819,-5.9992,2.214,0.062,-7.2129,-2.6385,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,1,0,1,3,2,Left,Fastball,InPlay,91.51,1952.64,5.088,5.632,1.816,-1.6919,-1.4288,14.9749,7.7789,2.371,1.117,-5.4312,-0.0532,104.24,LineDrive
"McGrath, Sean",20260331-PeteBeidenField-1,9,1,0,1,3,2,Right,Fastball,BallCalled,93.59,2166.81,5.445,5.081,1.466,-2.2252,-1.2746,18.5384,13.2101,1.796,1.373,-4.9842,1.0766,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,0,0,1,1,3,Left,Slider,StrikeSwinging,84.20,2713.80,4.586,5.575,1.988,-1.2768,-1.2657,1.9652,-8.0735,1.098,0.111,-8.2793,-2.6821,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,1,1,1,3,3,Right,Fastball,FoulBallNotFieldable,92.23,2146.40,5.363,4.965,1.807,-1.7697,-2.7916,18.6593,10.4775,2.035,0.060,-4.6663,-0.9324,85.26,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,0,0,2,1,4,Left,Slider,BallCalled,84.08,2574.57,4.652,5.635,2.066,-1.7632,-3.3719,-0.1089,-6.3738,0.515,-1.673,-9.1160,-4.4885,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,2,0,0,4,1,Right,Fastball,StrikeCalled,91.45,2037.52,5.101,5.613,1.808,-2.2497,-2.7750,17.2461,9.2362,2.007,-0.039,-5.5999,-1.1437,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,0,1,2,1,5,Left,Fastball,FoulBallNotFieldable,90.63,2116.61,4.996,5.568,1.876,-1.2286,-2.9735,16.0420,12.5410,2.812,0.111,-4.7802,-0.7633,76.60,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,1,1,2,3,4,Right,Slider,FoulBallNotFieldable,83.17,2460.22,5.254,4.937,1.767,-0.1248,-0.4752,5.4760,-15.9384,1.775,-0.007,-6.8343,-3.3039,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,2,0,1,4,2,Right,Fastball,BallCalled,91.06,2126.95,5.091,5.646,1.820,-1.7557,-1.6335,17.0834,11.1537,2.475,1.210,-5.1788,0.3385,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,0,1,2,1,6,Left,Undefined,Undefined,84.19,2578.53,4.686,5.641,1.854,-1.2850,-1.9863,3.7878,-7.5526,1.303,-0.662,-8.0079,-3.3123,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,1,1,2,3,5,Right,Fastball,BallCalled,92.60,2113.93,5.227,4.944,1.769,1.0260,-2.7069,15.7175,11.7989,4.378,0.205,-2.4551,-0.6189,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,2,1,1,4,3,Right,Undefined,Undefined,84.95,1903.72,5.751,5.453,1.865,-1.6987,-2.5059,11.7758,15.8524,1.540,0.852,-6.9313,0.3320,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,1,2,2,3,6,Right,Fastball,InPlay,93.14,2258.13,5.572,4.888,1.435,-1.1923,-2.4993,16.9880,11.9320,2.430,0.094,-4.2685,-0.3728,78.09,GroundBall
"McGrath, Sean",20260331-PeteBeidenField-1,8,2,1,2,4,5,Right,Fastball,FoulBallNotFieldable,90.69,2025.75,4.979,5.551,1.794,-0.9846,-2.8887,15.1059,10.5040,2.906,-0.061,-4.8223,-1.0380,71.05,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,1,0,0,1,7,Right,Fastball,FoulBallNotFieldable,92.06,2083.19,4.810,5.753,1.975,-1.7731,-3.0306,15.0920,11.0604,2.425,0.023,-5.4450,-1.0879,74.10,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,1,0,1,1,8,Right,Slider,InPlay,84.28,2732.58,4.444,5.731,1.983,-0.3766,-1.4670,-0.2854,-7.7184,1.892,-0.060,-7.8425,-2.8170,null,GroundBall
"McGrath, Sean",20260331-PeteBeidenField-1,8,2,1,2,4,6,Right,ChangeUp,BallCalled,85.00,1701.67,5.504,5.620,1.826,0.2220,-0.5348,13.7282,7.9239,3.632,1.986,-4.7337,0.8773,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,1,0,0,4,1,Right,Slider,BallCalled,78.69,2367.68,5.290,4.986,1.373,2.7896,0.9838,-2.1914,-16.5952,3.557,0.914,-6.0829,-1.9607,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,1,1,0,4,2,Right,Fastball,StrikeCalled,92.64,2175.81,5.400,5.040,1.518,-2.0626,-3.6151,17.7343,10.4359,1.773,-1.004,-5.0934,-1.7643,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,2,2,2,4,7,Right,Fastball,FoulBallNotFieldable,90.96,2003.64,5.173,5.655,1.685,-1.1982,-2.0828,14.8122,9.5139,2.844,0.517,-4.9680,-0.3988,83.51,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,1,1,1,4,3,Right,Fastball,BallCalled,92.16,2129.40,5.350,4.941,1.347,-2.3261,-3.7792,17.3175,9.2912,1.369,-1.428,-5.4582,-2.1335,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,8,2,2,2,4,8,Right,ChangeUp,StrikeSwinging,85.25,1697.16,5.578,5.472,1.719,-1.4335,-2.4760,5.6292,15.6223,1.312,0.707,-7.6746,0.3135,null,Undefined
"McGrath, Sean",20260331-PeteBeidenField-1,9,1,2,1,4,4,Right,Fastball,InPlay,91.99,2069.62,5.331,4.963,1.557,-1.4546,-2.8680,16.7343,13.4015,2.144,-0.020,-4.7509,-0.4910,100.19,GroundBall
"McGrath, Sean",20260407-BaggettStadium-1,5,2,1,2,4,4,Right,Fastball,BallCalled,85.23,2072.56,5.494,5.895,1.491,0.1850,-5.6483,18.5967,12.2923,4.255,-2.785,-3.9586,-3.4761,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,1,0,1,1,1,3,Left,Fastball,InPlay,86.44,2521.39,4.797,5.917,2.005,-0.6517,-1.9685,6.8855,-4.4991,2.653,-0.236,-6.3920,-2.7594,90.98,FlyBall
"McGrath, Sean",20260407-BaggettStadium-1,5,2,2,2,4,5,Right,Fastball,InPlay,89.80,2129.88,5.656,5.970,1.477,-3.1118,-1.8114,19.1715,7.4775,1.678,0.410,-6.2967,-0.4757,87.55,FlyBall
"McGrath, Sean",20260407-BaggettStadium-1,2,1,0,0,2,1,Right,Fastball,StrikeCalled,90.25,2129.49,5.383,6.045,1.658,-2.8658,-3.3459,12.5936,10.7639,1.417,-0.585,-7.1939,-1.4350,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,3,2,0,0,4,1,Right,Fastball,InPlay,83.86,2487.37,4.962,5.990,1.665,-0.1862,-0.6129,3.8820,-6.4397,2.678,0.549,-7.0394,-1.7501,89.76,GroundBall
"McGrath, Sean",20260407-BaggettStadium-1,1,1,0,0,2,1,Right,Fastball,BallCalled,90.78,2163.44,5.441,6.115,1.810,-0.3263,-3.2312,14.1324,7.2454,4.080,-0.615,-4.2173,-1.9448,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,2,1,0,1,2,2,Right,Fastball,BallCalled,84.95,2627.55,5.018,5.953,1.704,-2.0666,-2.4966,4.8828,-4.3887,1.065,-1.020,-8.4326,-3.2716,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,1,1,1,0,2,2,Right,Fastball,InPlay,85.51,2497.03,4.814,5.944,1.827,-0.5944,-1.6490,5.4365,-4.7118,2.479,-0.128,-6.9287,-2.4781,100.56,LineDrive
"McGrath, Sean",20260407-BaggettStadium-1,2,1,1,1,2,3,Right,Fastball,InPlay,90.45,2222.84,5.255,5.999,1.588,-2.1739,-1.7032,14.1611,10.7916,2.185,0.886,-6.1317,0.2111,86.29,LineDrive
"McGrath, Sean",20260421-704EddieDField-1,3,1,1,2,5,4,Right,Fastball,FoulBallNotFieldable,90.52,2060.81,6.247,5.976,0.825,-0.4736,-1.4618,17.6155,11.2519,4.197,0.414,-3.5713,0.5706,77.79,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,2,1,0,0,3,1,Right,Fastball,StrikeCalled,89.68,2154.08,5.414,6.009,1.610,-2.6545,-3.1274,18.7175,9.0845,2.079,-0.566,-5.9282,-1.5145,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,5,0,0,0,1,1,Left,ChangeUp,StrikeCalled,82.68,1892.36,5.842,5.794,1.757,-0.0765,-3.1249,5.6977,14.2437,2.771,0.037,-6.6307,-0.5733,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,0,0,0,1,1,Right,Fastball,BallCalled,84.39,2339.09,4.991,6.009,1.659,-2.5932,-2.4656,7.7707,-5.5316,0.806,-1.132,-8.5690,-3.4418,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,2,1,0,1,3,2,Right,Fastball,FoulBallNotFieldable,89.88,2159.47,5.314,6.006,1.437,-1.2950,-3.1801,13.1660,12.0441,2.926,-0.548,-5.4455,-1.0452,75.44,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,1,1,0,0,3,1,Right,Slider,StrikeSwinging,79.48,2828.79,5.001,5.784,1.969,-0.2371,-0.8252,7.5005,-22.3466,2.294,-0.672,-7.4074,-4.7703,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,0,1,0,1,2,Right,Fastball,FoulBallNotFieldable,88.97,2035.23,5.851,5.947,1.603,-2.1189,-3.4616,17.1704,8.0098,2.444,-0.950,-5.5869,-2.0288,78.63,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,5,0,0,1,1,2,Left,Fastball,InPlay,90.57,2094.94,5.583,5.978,1.666,-2.1712,-2.4539,15.3121,7.6991,2.331,0.014,-5.8147,-1.0812,76.88,GroundBall
"McGrath, Sean",20260407-BaggettStadium-1,3,0,0,0,1,1,Right,Fastball,InPlay,88.64,2044.99,5.568,6.039,1.554,-1.3927,-2.3942,13.9465,10.2071,2.882,0.166,-5.5532,-0.5745,72.89,GroundBall
"McGrath, Sean",20260407-BaggettStadium-1,2,1,0,2,3,3,Right,Slider,FoulBallNotFieldable,79.80,2725.48,4.770,5.829,1.856,0.2367,-1.3764,0.6278,-19.6151,2.225,-1.084,-8.0700,-4.8248,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,0,1,1,1,3,Right,Fastball,BallCalled,85.47,2536.33,5.026,6.022,1.572,-2.5193,-1.9591,9.6080,-5.7533,1.124,-0.757,-8.0206,-2.9754,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,1,1,0,1,3,2,Right,Fastball,BallCalled,90.79,2180.16,5.338,6.049,1.717,-1.1603,-2.8358,21.1071,0.7275,3.792,-0.885,-3.8547,-2.7069,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,0,2,1,1,4,Right,Fastball,BallCalled,84.07,2637.80,5.077,5.951,1.694,-2.3926,-1.9211,5.0256,-8.4789,0.699,-0.825,-8.8898,-3.4213,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,2,1,0,2,3,4,Right,Fastball,BallCalled,90.29,2138.45,5.481,6.046,1.372,-1.5778,-3.4261,20.3671,5.8528,3.308,-1.350,-4.4821,-2.3869,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,1,1,1,1,3,3,Right,Fastball,StrikeCalled,89.92,2165.92,5.352,5.965,1.652,-1.3915,-2.4399,15.7332,10.0931,3.002,0.203,-5.1233,-0.6482,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,5,1,0,0,2,1,Right,Fastball,StrikeCalled,84.02,2576.34,4.989,5.936,1.771,-1.8684,-2.3403,5.8458,-3.5270,1.263,-0.734,-8.1644,-2.9628,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,0,3,1,1,5,Right,Fastball,FoulBallNotFieldable,89.45,2114.50,5.665,6.048,1.462,-1.9634,-2.5236,16.1662,6.2847,2.592,-0.369,-5.6418,-1.4016,79.66,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,3,1,0,0,2,1,Left,Fastball,StrikeCalled,89.85,2085.79,5.724,5.954,1.613,-2.9030,-3.5586,16.0014,13.7874,1.615,-0.557,-6.5988,-1.0968,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,2,0,0,4,1,Right,Fastball,InPlay,89.33,2025.26,5.541,6.023,1.504,-1.5736,-1.4943,17.2981,9.8737,3.024,0.930,-5.0307,0.2660,85.71,Popup
"McGrath, Sean",20260407-BaggettStadium-1,2,1,1,2,3,5,Right,Slider,StrikeSwinging,79.40,2644.34,4.843,5.748,1.796,1.0692,-0.4697,4.6315,-22.4382,3.222,-0.519,-6.6816,-4.4185,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,5,1,0,1,2,2,Right,Fastball,BallCalled,89.53,2150.68,5.554,5.992,1.618,-2.6133,-5.0645,15.2985,13.3665,1.853,-2.012,-6.3862,-2.6935,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,1,1,1,2,3,4,Right,Slider,StrikeSwinging,80.20,2877.43,4.782,5.779,1.953,1.6245,0.2872,6.9188,-22.1498,4.004,0.379,-5.6851,-3.6061,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,3,1,0,1,2,2,Left,Fastball,FoulBallNotFieldable,89.40,2184.42,5.532,6.031,1.701,-1.2158,-2.5707,18.5878,10.1145,3.467,0.139,-4.4677,-0.7699,75.22,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,0,3,2,1,6,Right,Fastball,StrikeSwinging,90.91,2133.89,5.561,6.015,1.416,-3.1671,-2.9445,17.4236,6.8235,1.655,-0.769,-6.3012,-1.7295,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,3,1,0,2,2,3,Left,Fastball,BallCalled,90.80,2170.22,5.595,6.067,1.435,-1.6029,-3.1714,17.9723,7.2881,3.170,-0.922,-4.7970,-1.8736,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,5,1,1,2,2,4,Right,Fastball,FoulBallNotFieldable,91.20,2188.21,5.683,6.076,1.514,-2.2123,-3.3570,17.6010,11.3671,2.637,-0.672,-5.3344,-1.3293,76.11,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,1,0,0,1,1,2,Left,Fastball,BallCalled,84.81,2635.21,4.710,5.944,1.848,-1.1460,-2.4888,1.9818,-5.0134,1.642,-0.934,-8.0655,-3.3689,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,2,2,0,0,4,1,Left,Fastball,BallCalled,89.97,2055.73,5.524,5.983,1.518,-3.7056,-3.3153,19.9972,9.2397,1.212,-0.815,-6.6649,-1.6721,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,1,2,0,0,4,1,Right,Fastball,StrikeCalled,91.11,2162.96,5.601,5.984,1.614,-1.7057,-2.7920,22.3665,0.1673,3.361,-0.981,-4.1229,-2.7622,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,1,0,0,2,1,Left,ChangeUp,FoulBallNotFieldable,83.30,1706.12,5.705,5.861,1.594,-1.0701,-2.9476,6.1033,13.3453,1.962,-0.043,-7.4943,-0.5612,107.53,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,3,1,1,2,2,4,Left,Fastball,InPlay,83.95,2547.01,5.050,5.859,1.703,-1.0158,-1.4187,7.0060,-2.6205,2.032,0.146,-7.3102,-1.8820,88.16,FlyBall
"McGrath, Sean",20260407-BaggettStadium-1,2,2,1,0,4,2,Left,Fastball,FoulBallNotFieldable,88.70,2153.23,5.727,5.917,1.587,-1.5763,-3.1845,17.1045,14.2669,2.851,-0.193,-5.2122,-0.6362,73.41,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,5,1,1,2,2,5,Right,Slider,StrikeSwinging,79.63,2732.83,5.064,5.798,1.834,-0.9404,-2.0780,-3.5297,-14.2928,0.693,-1.318,-10.1171,-4.6075,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,1,2,0,1,4,2,Right,Fastball,BallCalled,90.12,2142.10,5.340,5.954,1.530,-2.4779,-3.0822,21.5347,0.3858,2.406,-1.332,-5.3034,-3.0139,null,Undefined
"McGrath, Sean",20260414-BaggettStadium-2,3,2,0,1,5,2,Left,Fastball,StrikeSwinging,91.50,2102.84,5.666,5.859,1.517,-0.7989,-2.1922,17.6662,12.4762,3.765,0.512,-3.8821,0.0357,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,1,0,1,2,2,Left,Fastball,InPlay,91.09,2151.81,5.623,6.043,1.458,-1.6974,-2.6764,15.2002,9.5717,2.846,-0.243,-5.3479,-0.9690,58.42,GroundBall
"McGrath, Sean",20260407-BaggettStadium-1,3,2,0,0,3,1,Right,Fastball,StrikeCalled,90.12,2099.18,5.370,6.024,1.532,-2.9008,-1.9086,16.9552,10.0265,1.744,0.578,-6.4154,-0.1267,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,5,2,0,0,3,1,Left,Fastball,InPlay,90.06,2154.74,5.563,6.014,1.688,-0.9787,-2.5466,11.4241,12.9759,3.078,0.388,-5.5284,-0.2335,104.51,LineDrive
"McGrath, Sean",20260407-BaggettStadium-1,1,2,1,1,4,3,Right,Fastball,BallCalled,86.13,2505.92,5.008,5.889,1.652,-2.4884,-1.8977,7.5382,-7.1637,0.924,-0.737,-8.1654,-3.1630,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,2,2,1,1,4,3,Left,ChangeUp,StrikeSwinging,82.54,1839.34,5.865,5.760,1.674,-1.5381,-3.5158,5.1381,19.8807,1.242,0.061,-8.4183,0.0506,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,3,2,0,1,3,2,Right,Slider,BallCalled,81.88,2709.07,5.179,5.852,1.683,-1.7901,-2.2030,5.1336,-15.5835,0.989,-1.689,-8.7079,-4.9621,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,2,0,0,3,1,Right,Fastball,StrikeCalled,91.66,2144.03,5.677,6.005,1.597,-2.8292,-3.4024,16.9548,9.0508,1.925,-0.824,-6.1028,-1.7882,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,2,2,1,2,4,4,Left,ChangeUp,BallCalled,84.07,1858.03,5.727,5.733,1.627,-2.4885,-4.0524,7.6907,19.3031,0.647,-0.545,-8.6321,-0.6022,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,3,2,1,1,3,3,Right,Fastball,FoulBallNotFieldable,90.75,2217.21,5.687,6.012,1.305,-2.0210,-3.2718,19.3308,7.8348,2.856,-1.095,-4.9357,-1.8745,81.35,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,1,2,2,1,4,4,Right,Fastball,FoulBallNotFieldable,84.65,2520.32,4.787,5.879,1.708,0.4263,-1.3325,1.1900,-6.2676,2.938,-0.078,-6.8632,-2.4349,65.76,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,4,2,0,1,3,2,Right,Slider,BallCalled,81.32,2833.92,4.828,5.833,1.724,-2.2809,-3.5246,-0.2951,-18.8978,-0.128,-3.193,-10.4381,-6.8434,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,5,2,0,0,4,1,Right,Fastball,BallCalled,85.37,2020.49,5.765,5.809,1.574,0.5653,-6.5828,18.8399,7.7044,4.568,-3.938,-3.5021,-5.2200,null,Undefined
"McGrath, Sean",20260407-BaggettStadium-1,3,2,1,2,3,4,Right,Fastball,FoulBallNotFieldable,91.32,2180.45,5.834,6.086,1.470,-1.7097,-3.4746,17.4650,9.2623,3.098,-0.992,-4.9169,-1.8184,77.35,Undefined
